"","uniprot_id","source_file","target_name","dfam_id","e_value","score","strand","start_aa","end_aa","source","name","repeat_type_name","repeat_subtype_name","ensembl_gene_id_version"
"165","A0A2R8Y6W7","ENST00000643694","ENST00000643694.1","DF000000294",7.3e-43,155.6,"+",51,60,"api","L1ME2","LINE","L1","ENSG00000204842.19"
"166","A0A2R8Y6Y1","ENST00000642721","ENST00000642721.1","DF000000042",3.5e-102,351.7,"-",297,320,"api","AluS","SINE","Alu","ENSG00000136104.23"
"167","A0A2R8Y6Y7","ENST00000643023","ENST00000643023.1","DF000000010",1e-109,375,"+",269,288,"api","L1MC4","LINE","L1","ENSG00000136143.17"
"168","A0A2R8Y707","ENST00000644698","ENST00000644698.1","DF000001041",1.3e-98,340.2,"+",1,54,"api","MSTA","LTR","ERVL-MaLR","ENSG00000185010.15"
"169","A0A2R8Y743","ENST00000643064","ENST00000643064.1","DF000000758",3.2e-129,441.3,"+",66,109,"api","MER39","LTR","ERV1","ENSG00000139687.18"
"170","A0A2R8Y7D0","ENST00000646160","ENST00000646160.1","DF000000051",1.1e-91,317.1,"-",88,120,"api","AluS","SINE","Alu","ENSG00000223573.7"
"171","A0A2R8Y7D5","ENST00000484868","ENST00000484868.2","DF000000042",9.3e-93,320.7,"-",89,102,"api","AluS","SINE","Alu","ENSG00000126091.22"
"172","A0A2R8Y7F3","ENST00000643208","ENST00000643208.1","DF000000368",1.9e-52,188.4,"-",778,810,"api","LFSINE_Vert","SINE","tRNA","ENSG00000127616.23"
"173","A0A2R8Y7J8","ENST00000647481","ENST00000647481.1","DF000001045",2e-40,148.6,"+",66,84,"api","MSTD","LTR","ERVL-MaLR","ENSG00000174099.13"
"174","A0A2R8Y7T1","ENST00000645187","ENST00000645187.1","DF000000716",1.9e-80,280.6,"+",72,152,"api",NA,NA,NA,"ENSG00000101266.20"
"175","A0A2R8Y7U2","ENST00000642484","ENST00000642484.1","DF000000051",2.4e-87,302.9,"+",177,211,"api","AluS","SINE","Alu","ENSG00000285382.1"
"176","A0A2R8Y7W5","ENST00000643859","ENST00000643859.1","DF000000019",1.1e-52,185.8,"-",641,656,"api","Charlie2a","DNA","hAT-Charlie","ENSG00000065883.19"
"177","A0A2R8Y7Y7","ENST00000646746","ENST00000646746.1","DF000000368",1.9e-52,188.4,"-",693,724,"api","LFSINE_Vert","SINE","tRNA","ENSG00000127616.23"
"178","A0A2R8Y872","ENST00000647536","ENST00000647536.1","DF000000271",1.1e-24,94,"-",1111,1132,"api","L1MB4","LINE","L1","ENSG00000173809.18"
"179","A0A2R8Y880","ENST00000646282","ENST00000646282.1","DF000000828",3.6e-26,101.4,"+",546,567,"api",NA,NA,NA,"ENSG00000122257.21"
"180","A0A2R8Y8A2","ENST00000644463","ENST00000644463.1","DF000000067",3.1e-20,81.6,"+",19,40,"api",NA,NA,NA,"ENSG00000182732.18"
"181","A0A2R8YCE3","ENST00000540952","ENST00000540952.6","DF000000143",3.4e-14,63.3,"-",377,386,"api","FLAM_A","SINE","Alu","ENSG00000184949.18"
"182","A0A2R8YCL4","ENST00000482419","ENST00000482419.1","DF000000253",3.2e-13,55.8,"+",1,23,"api","L1M7","LINE","L1","ENSG00000108021.23"
"183","A0A2R8YCW0","ENST00000476903","ENST00000476903.1","DF000001014",1.9e-62,221,"+",43,54,"api","MLT1H","LTR","ERVL-MaLR","ENSG00000115355.19"
"184","A0A2R8YD12","ENST00000642543","ENST00000642543.1","DF000000154",9.8e-17,67,"-",1,11,"api","HAL1","LINE","L1","ENSG00000124570.22"
"185","A0A2R8YD95","ENST00000644526","ENST00000644526.2","DF000000007",4.9e-76,265.5,"-",543,573,"api","AluJ","SINE","Alu","ENSG00000136631.17"
"186","A0A2R8YDC1","ENST00000645532","ENST00000645532.1","DF000000049",1.4e-32,122.9,"+",1,37,"api","AluS","SINE","Alu","ENSG00000125257.17"
"187","A0A2R8YDC7","ENST00000645756","ENST00000645756.2","DF000000051",2.9e-89,309.2,"-",490,553,"api","AluS","SINE","Alu","ENSG00000180488.18"
"188","A0A2R8YDM9","ENST00000647305","ENST00000647305.1","DF000000294",7.3e-43,155.6,"+",841,850,"api","L1ME2","LINE","L1","ENSG00000204842.19"
"189","A0A2R8YDU8","ENST00000643231","ENST00000643231.1","DF000001127",8.6e-75,261.4,"+",119,155,"api","MLT1B","LTR","ERVL-MaLR","ENSG00000198860.15"
"190","A0A2R8YE08","ENST00000645507","ENST00000645507.1","DF000000315",0,2761.3,"-",132,157,"api","L1P1","LINE","L1","ENSG00000163864.19"
"191","A0A2R8YE13","ENST00000643351","ENST00000643351.1","DF000000358",8e-16,62.9,"+",34,74,"api","L2","LINE","L2","ENSG00000117400.19"
"192","A0A2R8YE48","ENST00000642707","ENST00000642707.1","DF000000043",1e-91,317.2,"+",446,469,"api","AluS","SINE","Alu","ENSG00000127990.20"
"193","A0A2R8YEB7","ENST00000642592","ENST00000642592.1","DF000000052",1.5e-87,303.4,"+",114,142,"api","AluS","SINE","Alu","ENSG00000065883.19"
"194","A0A2R8YEH2","ENST00000643159","ENST00000643159.1","DF000000042",3.5e-102,351.7,"-",267,306,"api","AluS","SINE","Alu","ENSG00000136104.23"
"195","A0A2R8YEK3","ENST00000645986","ENST00000645986.2","DF000001296",3e-30,114.2,"-",830,869,"api",NA,NA,NA,"ENSG00000147044.24"
"196","A0A2R8YEK9","ENST00000645097","ENST00000645097.1","DF000000303",6.6e-67,235.7,"+",45,56,"api","L1ME4a","LINE","L1","ENSG00000107249.24"
"197","A0A2R8YEU0","ENST00000647257","ENST00000647257.1","DF000000315",0,2761.3,"-",169,194,"api","L1P1","LINE","L1","ENSG00000163864.19"
"198","A0A2R8YEY2","ENST00000642441","ENST00000642441.1","DF000000045",2.4e-96,332.4,"+",156,181,"api","AluS","SINE","Alu","ENSG00000127990.20"
"199","A0A2R8YF29","ENST00000646394","ENST00000646394.1","DF000000312",1.3e-36,133,"-",21,41,"api","L1MEh","LINE","L1","ENSG00000125779.24"
"200","A0A2R8YF61","ENST00000643915","ENST00000643915.1","DF000000003",4.1e-96,331.8,"-",366,389,"api","AluS","SINE","Alu","ENSG00000065883.19"
"201","A0A2R8YF87","ENST00000643696","ENST00000643696.1","DF000000042",1.6e-96,333.1,"+",367,406,"api","AluS","SINE","Alu","ENSG00000139719.13"
"202","A0A2R8YFA5","ENST00000645101","ENST00000645101.1","DF000000045",2.4e-96,332.4,"+",192,217,"api","AluS","SINE","Alu","ENSG00000127990.20"
"203","A0A2R8YFN1","ENST00000645349","ENST00000645349.1","DF000000007",2.1e-68,240.4,"+",509,573,"api","AluJ","SINE","Alu","ENSG00000186862.21"
"204","A0A2R8YFR0","ENST00000642219","ENST00000642219.2","DF000001141",1.2e-12,54.6,"-",55,72,"api",NA,NA,NA,"ENSG00000185811.22"
"205","A0A2R8YG32","ENST00000644963","ENST00000644963.1","DF000000368",1.9e-52,188.4,"-",808,839,"api","LFSINE_Vert","SINE","tRNA","ENSG00000127616.23"
"206","A0A2R8YGG3","ENST00000643995","ENST00000643995.1","DF000000368",1.9e-52,188.4,"-",1064,1095,"api","LFSINE_Vert","SINE","tRNA","ENSG00000127616.23"
"207","A0A2R8YGH2","ENST00000642361","ENST00000642361.2","DF000000043",2.3e-96,332.5,"-",113,132,"api","AluS","SINE","Alu","ENSG00000147044.24"
"208","A0A2R8YGV1","ENST00000643474","ENST00000643474.1","DF000000294",7.3e-43,155.6,"+",32,42,"api","L1ME2","LINE","L1","ENSG00000204842.19"
"209","A0A2U3TZH2","ENST00000267169","ENST00000267169.11","DF000000008",1.2e-27,102.3,"-",176,203,"api","L1M5_orf2","LINE","L1","ENSG00000184047.22"
"210","A0A2U3TZI0","ENST00000302424","ENST00000302424.13","DF000000975",2.3e-11,53.8,"+",381,393,"api","MIRb","SINE","MIR","ENSG00000171206.18"
"211","A0A2U3TZM8","ENST00000395248","ENST00000395248.6","DF000000360",6e-14,61.5,"-",103,122,"api","L2b","LINE","L2","ENSG00000285043.3"
"212","A0A376A8L8","ENST00000880264","ENST00000880264.1","DF000000048",1.2e-78,274.3,"-",240,264,"api","AluS","SINE","Alu","ENSG00000243772.9"
"213","A0A3B3IRH7","ENST00000648482","ENST00000648482.1","DF000000047",1.3e-95,330,"+",388,435,"api","AluS","SINE","Alu","ENSG00000158683.10"
"214","A0A3B3IRK9","ENST00000647936","ENST00000647936.1","DF000000001",3.3e-14,63.2,"-",518,548,"api","MIR","SINE","MIR","ENSG00000184500.17"
"215","A0A3B3IRM4","ENST00000650590","ENST00000650590.1","DF000000003",3.8e-91,315.5,"-",485,555,"api","AluS","SINE","Alu","ENSG00000093217.12"
"216","A0A3B3IRN4","ENST00000647595","ENST00000647595.1","DF000001020",2e-40,148.7,"+",18,38,"api","MLT1J2","LTR","ERVL-MaLR","ENSG00000179455.10"
"217","A0A3B3IRY6","ENST00000650034","ENST00000650034.1","DF000001041",1e-104,360.4,"-",31,82,"api","MSTA","LTR","ERVL-MaLR","ENSG00000131386.21"
"218","A0A3B3IRZ0","ENST00000650076","ENST00000650076.1","DF000000036",4.9e-82,285.2,"+",72,108,"api","AluJ","SINE","Alu","ENSG00000147099.22"
"219","A0A3B3IS18","ENST00000649276","ENST00000649276.2","DF000000404",1.3e-25,97.1,"-",347,390,"api","LTR12E","LTR","ERV1","ENSG00000184058.16"
"220","A0A3B3IS63","ENST00000514080","ENST00000514080.2","DF000000361",4.4e-40,147.7,"-",388,413,"api","L2c","LINE","L2","ENSG00000205838.15"
"221","A0A3B3IS78","ENST00000649448","ENST00000649448.1","DF000000157",5.5e-30,111,"+",577,596,"api","HAL1ME","LINE","L1","ENSG00000073734.11"
"222","A0A3B3IS92","ENST00000649872","ENST00000649872.1","DF000001032",2.7e-94,326,"-",116,131,"api","MLT2B4","LTR","ERVL","ENSG00000158169.15"
"223","A0A3B3ISA9","ENST00000650400","ENST00000650400.1","DF000000036",7.7e-74,258.3,"+",283,335,"api","AluJ","SINE","Alu","ENSG00000178917.19"
"224","A0A3B3ISB2","ENST00000649163","ENST00000649163.1","DF000000048",2.6e-88,306.1,"-",44,71,"api","AluS","SINE","Alu","ENSG00000143479.18"
"225","A0A3B3ISB6","ENST00000470954","ENST00000470954.3","DF000001111",6.2e-20,79.3,"+",735,753,"api",NA,NA,NA,"ENSG00000186487.22"
"226","A0A3B3ISJ1","ENST00000648853","ENST00000648853.1","DF000000001",3.3e-14,63.2,"-",504,534,"api","MIR","SINE","MIR","ENSG00000184500.17"
"227","A0A3B3ISL4","ENST00000648328","ENST00000648328.1","DF000000044",6.9e-92,317.9,"-",13,38,"api","AluS","SINE","Alu","ENSG00000272047.5"
"228","A0A3B3ISQ1","ENST00000648002","ENST00000648002.1","DF000000048",1.6e-80,280.5,"+",114,151,"api","AluS","SINE","Alu","ENSG00000151694.16"
"229","A0A3B3ISS6","ENST00000647578","ENST00000647578.1","DF000000342",2.8e-154,524.3,"+",341,367,"api","L1PA5","LINE","L1","ENSG00000136235.18"
"230","A0A3B3ISU2","ENST00000649708","ENST00000649708.2","DF000000502",1.1e-82,287.8,"+",93,117,"api",NA,NA,NA,"ENSG00000253710.5"
"231","A0A3B3ISX4","ENST00000648619","ENST00000648619.1","DF000000249",5.7e-46,163.5,"-",100,111,"api","L1M4c","LINE","L1","ENSG00000175643.10"
"232","A0A3B3ISZ3","ENST00000647746","ENST00000647746.1","DF000000845",1.3e-51,185.9,"+",84,96,"api","Tigger4a","DNA","TcMar-Tigger","ENSG00000083168.12"
"233","A0A3B3IT31","ENST00000649011","ENST00000649011.1","DF000000872",4.1e-21,85.6,"+",170,179,"api","MER58A","DNA","hAT-Charlie","ENSG00000168216.14"
"234","A0A3B3IT47","ENST00000650072","ENST00000650072.1","DF000001041",1.4e-89,310.4,"-",243,282,"api","MSTA","LTR","ERVL-MaLR","ENSG00000047056.19"
"235","A0A3B3IT82","ENST00000648453","ENST00000648453.1","DF000000007",1.1e-84,294,"-",1360,1386,"api","AluJ","SINE","Alu","ENSG00000197299.14"
"236","A0A3B3IT92","ENST00000649838","ENST00000649838.1","DF000000042",5.1e-89,308.4,"-",393,432,"api","AluS","SINE","Alu","ENSG00000104738.20"
"237","A0A3B3ITD0","ENST00000649914","ENST00000649914.1","DF000000039",1.2e-95,330.2,"-",1,43,"api","AluS","SINE","Alu","ENSG00000006530.19"
"238","A0A3B3ITD7","ENST00000650311","ENST00000650311.1","DF000000052",9.9e-73,254.7,"-",125,147,"api","AluS","SINE","Alu","ENSG00000156795.9"
"239","A0A3B3ITE9","ENST00000489724","ENST00000489724.2","DF000000360",1.6e-18,76.6,"+",31,50,"api","L2b","LINE","L2","ENSG00000171135.16"
"240","A0A3B3ITF0","ENST00000648516","ENST00000648516.1","DF000000737",9.9e-46,166,"+",1,10,"api","MER20","DNA","hAT-Charlie","ENSG00000110063.11"
"241","A0A3B3ITF5","ENST00000647873","ENST00000647873.1","DF000000281",1.1e-17,69.9,"+",422,437,"api","L1MC5a","LINE","L1","ENSG00000184465.18"
"242","A0A3B3ITF7","ENST00000647885","ENST00000647885.1","DF000001221",1.1e-86,300.7,"+",1201,1237,"api","MLT1C2","LTR","ERVL-MaLR","ENSG00000130294.19"
"243","A0A3B3ITH5","ENST00000648614","ENST00000648614.1","DF000000737",6e-42,153.6,"-",138,159,"api","MER20","DNA","hAT-Charlie","ENSG00000005302.19"
"244","A0A3B3ITK7","ENST00000650546","ENST00000650546.1","DF000000035",3.5e-83,289.1,"-",534,573,"api","AluJ","SINE","Alu","ENSG00000079739.18"
"245","A0A3B3ITN0","ENST00000650332","ENST00000650332.1","DF000000007",5.9e-77,268.5,"-",282,312,"api","AluJ","SINE","Alu","ENSG00000143363.18"
"246","A0A3B3ITQ6","ENST00000647945","ENST00000647945.2","DF000000045",6.8e-97,334.2,"+",525,549,"api","AluS","SINE","Alu","ENSG00000197168.15"
"247","A0A3B3ITR1","ENST00000649200","ENST00000649200.1","DF000000043",1.7e-91,316.5,"-",156,229,"api","AluS","SINE","Alu","ENSG00000117139.19"
"248","A0A3B3ITS1","ENST00000324677","ENST00000324677.12","DF000000303",7.9e-78,271.8,"-",186,202,"api","L1ME4a","LINE","L1","ENSG00000141298.19"
"249","A0A3B3ITT0","ENST00000649666","ENST00000649666.2","DF000000363",2e-42,153.8,"+",178,197,"api","L3b","LINE","CR1","ENSG00000118058.26"
"250","A0A3B3ITV6","ENST00000649552","ENST00000649552.2","DF000000017",0,7748.5,"+",1,19,"api","Harlequin","LTR","ERV1","ENSG00000110079.20"
"251","A0A3B3ITV6","ENST00000649552","ENST00000649552.2","DF000000564",6.7e-51,182.4,"+",274,293,"api",NA,NA,NA,"ENSG00000110079.20"
"252","A0A3B3ITX4","ENST00000649464","ENST00000649464.1","DF000000363",2e-42,153.8,"+",72,91,"api","L3b","LINE","CR1","ENSG00000285827.1"
"253","A0A3B3ITY5","ENST00000648086","ENST00000648086.1","DF000000345",3e-306,1027.5,"-",179,204,"api","L1PA8","LINE","L1","ENSG00000285733.1"
"254","A0A3B3ITY8","ENST00000650109","ENST00000650109.1","DF000289998",4.3e-15,60.8,"-",137,168,"api","COMP-subunit_TAF11_rnd-6_family-27360","Unknown","","ENSG00000064995.20"
"255","A0A3B3ITZ2","ENST00000649639","ENST00000649639.1","DF000000328",0,1693.9,"+",127,177,"api","L1PA10","LINE","L1","ENSG00000120210.8"
"256","A0A3B3IU37","ENST00000648230","ENST00000648230.1","DF000000976",3.8e-21,86.1,"-",1,14,"api","MIRc","SINE","MIR","ENSG00000169550.14"
"257","A0A3B3IU48","ENST00000650466","ENST00000650466.1","DF000000361",4.2e-17,71.9,"+",956,971,"api","L2c","LINE","L2","ENSG00000112139.18"
"258","A0A3B3IU66","ENST00000649810","ENST00000649810.1","DF000001111",6.2e-20,79.3,"+",720,739,"api",NA,NA,NA,"ENSG00000186487.22"
"259","A0A3B3IU68","ENST00000649970","ENST00000649970.1","DF000000872",4.1e-21,85.6,"+",83,92,"api","MER58A","DNA","hAT-Charlie","ENSG00000168216.14"
"260","A0A3B3IU68","ENST00000649970","ENST00000649970.1","DF000000042",2.3e-101,349,"+",241,264,"api","AluS","SINE","Alu","ENSG00000168216.14"
"261","A0A3B3IUB9","ENST00000648282","ENST00000648282.1","DF000000051",4e-90,312,"-",3804,3835,"api","AluS","SINE","Alu","ENSG00000115760.16"
"262","A0A3B3IUC4","ENST00000649178","ENST00000649178.1","DF000000042",5.1e-97,334.7,"+",66,105,"api","AluS","SINE","Alu","ENSG00000102393.15"
"263","A0A3B3IUC7","ENST00000648117","ENST00000648117.1","DF000000877",6.3e-22,88.3,"+",8,22,"api",NA,NA,NA,"ENSG00000165140.13"
"264","A0A3B3IUD0","ENST00000648989","ENST00000648989.2","DF000000737",8.1e-31,117.2,"+",49,71,"api","MER20","DNA","hAT-Charlie","ENSG00000187498.18"
"265","A0A494BZT7","ENST00000651202","ENST00000651202.1","DF000000052",1.5e-86,300.1,"+",283,315,"api","AluS","SINE","Alu","ENSG00000136827.12"
"266","A0A494BZU5","ENST00000652601","ENST00000652601.1","DF000000047",9.5e-81,281.2,"+",227,236,"api","AluS","SINE","Alu","ENSG00000142166.16"
"267","A0A494C010","ENST00000652615","ENST00000652615.1","DF000000003",3.1e-94,325.6,"-",83,117,"api","AluS","SINE","Alu","ENSG00000181666.20"
"268","A0A494C013","ENST00000652150","ENST00000652150.1","DF000000851",2.5e-179,606.1,"+",1,150,"api","Tigger7","DNA","TcMar-Tigger","ENSG00000263001.10"
"269","A0A494C021","ENST00000652108","ENST00000652108.2","DF000001183",1.1e-20,82.3,"-",89,117,"api",NA,NA,NA,"ENSG00000102309.16"
"270","A0A494C055","ENST00000651320","ENST00000651320.1","DF000000007",3e-79,276.1,"-",2022,2060,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"271","A0A494C059","ENST00000652086","ENST00000652086.1","DF000000036",4.1e-68,239.5,"+",88,114,"api","AluJ","SINE","Alu","ENSG00000085063.19"
"272","A0A494C077","ENST00000652180","ENST00000652180.1","DF000000051",1.8e-90,313.1,"-",1,32,"api","AluS","SINE","Alu","ENSG00000010310.10"
"273","A0A494C081","ENST00000652639","ENST00000652639.1","DF000000052",2.6e-81,282.9,"-",187,202,"api","AluS","SINE","Alu","ENSG00000172738.13"
"274","A0A494C087","ENST00000651863","ENST00000651863.1","DF000000007",3e-79,276.1,"-",2029,2067,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"275","A0A494C0E0","ENST00000651332","ENST00000651332.1","DF000000007",1.3e-62,221.4,"-",77,101,"api","AluJ","SINE","Alu","ENSG00000197134.13"
"276","A0A494C0F3","ENST00000651615","ENST00000651615.1","DF000001044",2.2e-65,230.6,"+",158,180,"api","MSTC","LTR","ERVL-MaLR","ENSG00000286268.1"
"277","A0A494C0I1","ENST00000651129","ENST00000651129.1","DF000000851",2.9e-228,768.4,"-",1,150,"api","Tigger7","DNA","TcMar-Tigger","ENSG00000196275.17"
"278","A0A494C0I1","ENST00000651129","ENST00000651129.1","DF000000107",0,1077.2,"-",658,1111,"api","Charlie8","DNA","hAT-Charlie","ENSG00000196275.17"
"279","A0A494C0I5","ENST00000652434","ENST00000652434.1","DF000000045",3.2e-92,318.8,"+",1,35,"api","AluS","SINE","Alu","ENSG00000128656.16"
"280","A0A494C0I7","ENST00000651722","ENST00000651722.1","DF000000052",2.6e-81,282.9,"-",76,90,"api","AluS","SINE","Alu","ENSG00000172738.13"
"281","A0A494C0J7","ENST00000651531","ENST00000651531.1","DF000000360",4.7e-13,58.6,"-",1,21,"api","L2b","LINE","L2","ENSG00000286022.1"
"282","A0A494C0K7","ENST00000651950","ENST00000651950.1","DF000000287",2.4e-161,547.6,"+",289,326,"api","L1MD2","LINE","L1","ENSG00000160563.15"
"283","A0A494C0L7","ENST00000651955","ENST00000651955.1","DF000000305",8.5e-44,159.4,"+",97,119,"api","L1ME4c","LINE","L1","ENSG00000148337.23"
"284","A0A494C0N6","ENST00000652771","ENST00000652771.1","DF000000036",2.1e-22,89.2,"-",147,171,"api","AluJ","SINE","Alu","ENSG00000101473.18"
"285","A0A494C0Q2","ENST00000651049","ENST00000651049.1","DF000000849",1.2e-207,700.8,"-",558,585,"api","Tigger6a","DNA","TcMar-Tigger","ENSG00000140694.19"
"286","A0A494C0R1","ENST00000651746","ENST00000651746.1","DF000000362",1.1e-21,82.3,"+",61,72,"api","L3","LINE","CR1","ENSG00000100146.21"
"287","A0A494C0S4","ENST00000652386","ENST00000652386.1","DF000000052",2.6e-81,282.9,"-",187,201,"api","AluS","SINE","Alu","ENSG00000172738.13"
"288","A0A494C0X0","ENST00000651435","ENST00000651435.1","DF000000052",2.8e-86,299.3,"-",184,220,"api","AluS","SINE","Alu","ENSG00000105254.13"
"289","A0A494C120","ENST00000652290","ENST00000652290.1","DF000000227",0,3659.4,"+",273,313,"api","L1M1","LINE","L1","ENSG00000172667.12"
"290","A0A494C151","ENST00000642071","ENST00000642071.3","DF000290013",1.3e-270,904.6,"+",337,360,"api","MER5A1r","Unknown","","ENSG00000260691.8"
"291","A0A494C1B4","ENST00000651390","ENST00000651390.1","DF000000007",3e-79,276.1,"-",1583,1621,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"292","A0A494C1B9","ENST00000652626","ENST00000652626.1","DF000000007",1.4e-75,264,"-",27,57,"api","AluJ","SINE","Alu","ENSG00000061918.15"
"293","A0A494C1C3","ENST00000651852","ENST00000651852.1","DF000000035",5.4e-86,298.3,"-",651,687,"api","AluJ","SINE","Alu","ENSG00000100578.18"
"294","A0A494C1C4","ENST00000652600","ENST00000652600.1","DF000000034",8.8e-55,195.6,"-",1,27,"api","AluJ","SINE","Alu","ENSG00000131724.12"
"295","A0A494C1F0","ENST00000652708","ENST00000652708.1","DF000000007",3e-79,276.1,"-",555,593,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"296","A0A494C1H9","ENST00000651065","ENST00000651065.1","DF000000007",3e-79,276.1,"-",1169,1207,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"297","A0A494C1J1","ENST00000651059","ENST00000651059.1","DF000000035",3e-77,269.6,"-",52,97,"api","AluJ","SINE","Alu","ENSG00000100014.21"
"298","A0A494C1J1","ENST00000651059","ENST00000651059.1","DF000001071",7.3e-17,68.2,"+",944,961,"api","SVA_E","Retroposon","SVA","ENSG00000100014.21"
"299","A0A494C1J5","ENST00000651841","ENST00000651841.1","DF000000007",3e-79,276.1,"-",469,507,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"300","A0A494C1J6","ENST00000651977","ENST00000651977.2","DF000000284",4.9e-105,360.8,"-",377,393,"api","L1MCc","LINE","L1","ENSG00000154485.6"
"301","A0A494C1J7","ENST00000652495","ENST00000652495.1","DF000000052",2.6e-81,282.9,"-",187,201,"api","AluS","SINE","Alu","ENSG00000172738.13"
"302","A0A494C1K3","ENST00000650807","ENST00000650807.1","DF000000851",2.5e-179,606.1,"+",1,150,"api","Tigger7","DNA","TcMar-Tigger","ENSG00000263001.10"
"303","A0A494C1K5","ENST00000651634","ENST00000651634.1","DF000000277",1.9e-128,437.3,"+",558,577,"api","L1MC3","LINE","L1","ENSG00000140694.19"
"304","A0A494C1L8","ENST00000651255","ENST00000651255.1","DF000000275",1.6e-231,779.8,"+",49,59,"api","L1MC1","LINE","L1","ENSG00000214787.11"
"305","A0A494C1L8","ENST00000651255","ENST00000651255.1","DF000001070",1.9e-89,308.6,"-",222,315,"api","SVA_D","Retroposon","SVA","ENSG00000214787.11"
"306","A0A494C1M4","ENST00000652515","ENST00000652515.1","DF000000302",1.3e-27,105.5,"-",1,25,"api","L1ME3","LINE","L1","ENSG00000136010.15"
"307","A0A494C1M7","ENST00000652036","ENST00000652036.1","DF000001002",5.8e-91,315,"+",114,129,"api","MLT1A1","LTR","ERVL-MaLR","ENSG00000128656.16"
"308","A0A494C1N1","ENST00000650960","ENST00000650960.1","DF000000035",4.6e-84,292,"+",558,590,"api","AluJ","SINE","Alu","ENSG00000140694.19"
"309","A0A494C1N8","ENST00000651028","ENST00000651028.1","DF000000851",2.9e-228,768.4,"+",1,150,"api","Tigger7","DNA","TcMar-Tigger","ENSG00000174428.20"
"310","A0A494C1N8","ENST00000651028","ENST00000651028.1","DF000000107",0,1077.8,"+",663,1116,"api","Charlie8","DNA","hAT-Charlie","ENSG00000174428.20"
"311","A0A494C1R4","ENST00000650728","ENST00000650728.1","DF000000007",3e-79,276.1,"-",1162,1200,"api","AluJ","SINE","Alu","ENSG00000106278.13"
"312","A0A494C1T1","ENST00000652214","ENST00000652214.1","DF000000042",7e-15,64.7,"-",321,353,"api","AluS","SINE","Alu","ENSG00000233232.9"
"313","A0A590UJ29","ENST00000658155","ENST00000658155.1","DF000000010",7.7e-70,242.7,"+",728,744,"api","L1MC4","LINE","L1","ENSG00000075711.22"
"314","A0A590UJA8","ENST00000667205","ENST00000667205.1","DF000000243",8.1e-166,562.2,"+",562,618,"api","L1M3f","LINE","L1","ENSG00000186409.19"
